seller_id,zip_code,seller_city,seller_state,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,mql_id,first_contact_date,landing_page_id,origin,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,business_type,declared_product_catalog_size,declared_monthly_revenue,time_to_close
02f623a8eb246f3c5f7c2f96462654e6,18611,botucatu,SP,-22.87241741,-48.43285475,botucatu,SP,ffdd99e05df27c02a2fb1669d49e0c76,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18 20:16:19,sports_leisure,online_medium,eagle,,,,reseller,,0.0,2 days 20:16:19
0307f7565ff85b299b6e5ef162b1b1a9,15085,sao jose do rio preto,SP,-20.83841198,-49.38082797,sao jose do rio preto,SP,,,,,,,,,,,,,,,,,
0336182e1b3e92f029d5354832045fdf,14940,ibitinga,SP,-21.76647685,-48.83154738,ibitinga,SP,,,,,,,,,,,,,,,,,
034b9387752bfa309f350a70cd45ffa3,89036,blumenau,SC,-26.91679956,-49.10045008,blumenau,SC,,,,,,,,,,,,,,,,,
038b75b729c8a9a04b0d07cba7eabe86,12231,sao jose dos campos,SP,-23.21508694,-45.8896527,sao jose dos campos,SP,,,,,,,,,,,,,,,,,
039b29ff3b3473435d0cd59040575de9,9443,ribeirao pires,SP,-23.67602773,-46.34579958,ribeirao pires,SP,,,,,,,,,,,,,,,,,
039e6ad9dae79614493083e241147386,3560,sao paulo,SP,-23.55104659,-46.49467208,sao paulo,SP,,,,,,,,,,,,,,,,,
03a2a6dcbe45d639c4dc2a0d24769c40,9340,maua,SP,-23.66800917,-46.43037766,maua,SP,586e57a7ef16035bd85e2dcf44248130,2018-02-05,88740e65d5d6b056e0cda098e1ea6313,social,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-09 18:11:10,construction_tools_house_garden,online_beginner,,,,,reseller,,0.0,4 days 18:11:10
03bd479e1d9484cdb14104d3023f7321,38401,uberlandia,MG,-18.88247603,-48.27928503,uberlandia,MG,,,,,,,,,,,,,,,,,
0417b067eeab773d2f7061a726dc477f,89288,sao bento do sul,SC,-26.2277775,-49.41558675,sao bento do sul,SC,,,,,,,,,,,,,,,,,
042573af89b6d931f672efaf789d8358,18015,sorocaba,SP,-23.49636708,-47.43890031,sorocaba,SP,,,,,,,,,,,,,,,,,
04308b1ee57b6625f47df1d56f00eedf,88215,bombinhas,SC,-27.14294161,-48.50728685,bombinhas,SC,,,,,,,,,,,,,,,,,
0432ead42b6c8a0bdf68154add917fdf,9320,maua,SP,-23.65667669,-46.44420755,mauá,SP,,,,,,,,,,,,,,,,,
044668ccd5316b12a7cf0d54a156e3e9,6016,osasco,SP,-23.53366929,-46.78029839,osasco,SP,5985e72b3752e4749926885db1b45be4,2018-01-23,b76ef37428e6799c421989521c0e5077,unknown,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-31 21:00:13,food_drink,offline,,,,,reseller,,0.0,8 days 21:00:13
04843805947f0fc584fc1969b6e50fe7,93900,ivoti,RS,-29.61302126,-51.17643635,ivoti,RS,e3ed7cb7b47e4079cb9fef895846b3e2,2018-03-26,58326e62183c14b0c03085c33b9fdc44,social,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-18 16:50:40,home_decor,online_big,cat,,,,manufacturer,,0.0,23 days 16:50:40
048c2757535328e0d7dac690ad3c0aae,14406,franca,SP,-20.531152,-47.43366787,franca,SP,,,,,,,,,,,,,,,,,
04aa0a1c5ce6b222003403a3e11c3cc0,13150,cosmopolis,SP,-22.63040932,-47.20184825,cosmopolis,SP,,,,,,,,,,,,,,,,,
04aba03279157f6d4e0fe8ccaf21963c,28470,santo antonio de padua,RJ,-21.53063425,-42.19299779,santo antonio de padua,RJ,,,,,,,,,,,,,,,,,
04e38a233f726ef161074ab1c9b0399a,1239,sao paulo,SP,-23.54878169,-46.65745981,sao paulo,SP,,,,,,,,,,,,,,,,,
04ee0ec01589969663ba5967c0e0bdc0,95910,lajeado,RS,-29.43048999,-52.00653647,lajeado,RS,,,,,,,,,,,,,,,,,
04fdea0c111866e6cf812f1570d6b5bd,8411,sao paulo,SP,-23.55512973,-46.41553279,sao paulo,SP,,,,,,,,,,,,,,,,,
0509040ea3fe50071181bbc359eb7738,31710,belo horizonte,MG,-19.8437082,-43.95899631,belo horizonte,MG,,,,,,,,,,,,,,,,,
052577151711aec5c744fe12e66db3e1,89136,rodeio,SC,-26.90788802,-49.36522249,rodeio,SC,,,,,,,,,,,,,,,,,
054694fa03fe82cec4b7551487331d74,15840,itajobi,SP,-21.31115003,-49.05116142,itajobi,SP,,,,,,,,,,,,,,,,,
056b4ada5bbc2c50cc7842547dda6b51,26379,queimados,RJ,-22.75207045,-43.57632172,queimados,RJ,,,,,,,,,,,,,,,,,
0570350b23eda5444f8d1d9544932058,5104,sao paulo,SP,-23.51553419,-46.75651449,sao paulo,SP,,,,,,,,,,,,,,,,,
05730013efda596306417c3b09302475,88813,criciuma,SC,-28.6800012,-49.34592604,criciúma,SC,,,,,,,,,,,,,,,,,
058cb5aeb36d7c0fcae20fc85d5e0a59,21635,rio de janeiro,RJ,-22.82919385,-43.40828671,rio de janeiro,RJ,,,,,,,,,,,,,,,,,
058fd0aa2bfdb2274e05e1ae971dabb6,9020,santo andre,SP,-23.66033225,-46.52820295,santo andre,SP,,,,,,,,,,,,,,,,,
05a48cc8859962767935ab9087417fbb,5372,sao paulo,SP,-23.58316603,-46.76124388,são paulo,SP,d4b60729388ac1c3435ee0fcefba1ebe,2018-05-21,8ff57dffc365fcb5233232fff6e6bfd0,unknown,f42a2bd194f7802ab052a815c8de65b7,56bf83c4bb35763a51c2baab501b4c67,2018-05-30 03:00:00,fashion_accessories,online_beginner,cat,,,,reseller,,0.0,9 days 03:00:00
05a940b4ecae36cadfd8e93bd9c43257,74305,goiania,GO,-16.69577712,-49.29877056,goiania,GO,,,,,,,,,,,,,,,,,
05aebce0b5c8f0d41b29b686f2d05fd3,3962,sao paulo,SP,-23.609943,-46.4813605,sao paulo,SP,,,,,,,,,,,,,,,,,
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,-23.50740729,-46.84703285,barueri,SP,,,,,,,,,,,,,,,,,
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG,-21.42017937,-45.95996447,alfenas,MG,,,,,,,,,,,,,,,,,
05e107217c7266362fd44b75b2cd4cc4,5353,sao paulo - sp,SP,-23.55911866,-46.75165994,sao paulo,SP,27ce438e6e1f602971ea0443f5d4428e,2018-03-28,ce1a65abd0973638f1c887a6efcfa82d,organic_search,f42a2bd194f7802ab052a815c8de65b7,85fc447d336637ba1df43e793199fbc8,2018-05-16 15:05:26,stationery,online_medium,wolf,,,,reseller,,0.0,49 days 15:05:26
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,-19.86554486,-43.92052843,belo horizonte,MG,,,,,,,,,,,,,,,,,
05feb94f19d094d4b0f9281f0b1d4c99,8752,mogi das cruzes,SP,-23.55170651,-46.2609794,mogi das cruzes,SP,,,,,,,,,,,,,,,,,
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS,-28.28100342,-54.25828318,santo ângelo,RS,,,,,,,,,,,,,,,,,
062c325cd6a2b87845fab56b4ec2eeae,8150,sao paulo,SP,-23.52537744,-46.40950968,são paulo,SP,,,,,,,,,,,,,,,,,
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS,-29.44175458,-51.96130965,lajeado,RS,,,,,,,,,,,,,,,,,
06532f10282704ef4c69168b914b77be,87140,paincandu,PR,-23.45681851,-52.04686329,paicandu,PR,,,,,,,,,,,,,,,,,
06579cb253ecd5a3a12a9e6eb6bf8f47,4007,sao paulo - sp,SP,-23.57828271,-46.65102362,sao paulo,SP,,,,,,,,,,,,,,,,,
066a6914e1ebf3ea95a216c73a986b91,85863,foz do iguacu,PR,-25.52742966,-54.57570383,foz do iguacu,PR,,,,,,,,,,,,,,,,,
0691148aee60ca47977c187804f935ae,86010,londrina,PR,-23.32532644,-51.15843394,londrina,PR,,,,,,,,,,,,,,,,,
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,-23.47194441,-46.59864459,sao paulo,SP,,,,,,,,,,,,,,,,,
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA,-2.546079234,-44.30898637,são luís,MA,,,,,,,,,,,,,,,,,
06bb3a2fe5e7b7a845b13e8fb91bd944,31844,belo horizonte,MG,-19.8368905,-43.91622824,belo horizonte,MG,,,,,,,,,,,,,,,,,
06df0c10d34e459d9672bc77388742eb,87045,maringa,PR,-23.42831529,-51.89302878,maringa,PR,,,,,,,,,,,,,,,,,
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS,-30.01895818,-51.16296205,porto alegre,RS,,,,,,,,,,,,,,,,,
07017df32dc5f2f1d2801e579548d620,58030,joao pessoa,PB,-7.115545624,-34.8557625,joao pessoa,PB,,,,,,,,,,,,,,,,,
070d165398b553f3b4b851c216b8a358,3916,sao paulo,SP,-23.59027726,-46.50624153,sao paulo,SP,,,,,,,,,,,,,,,,,
0725b8c0f3f906e58f70cbe76b7c748c,7023,guarulhos,SP,-23.478156,-46.5416505,guarulhos,SP,,,,,,,,,,,,,,,,,
0743a0239d764b9a0f959a57d07e36ab,3138,sao paulo,SP,-23.58759692,-46.58181527,sao paulo,SP,,,,,,,,,,,,,,,,,
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,-22.91119568,-42.47940225,saquarema,RJ,,,,,,,,,,,,,,,,,
0761743cbffb25d7148189e9f1a5f03a,14096,ribeirao preto,SP,-21.19799415,-47.77931728,ribeirao preto,SP,,,,,,,,,,,,,,,,,
077c5fae4bea9500e3737b16f71b9d3a,18052,sorocaba,SP,-23.53901339,-47.4910423,sorocaba,SP,,,,,,,,,,,,,,,,,
0791d9fc1e30678ecf03d3e55fa108d3,30775,belo horizonte,MG,-19.90105581,-43.97429969,belo horizonte,MG,,,,,,,,,,,,,,,,,
079d295dcbf06ee8bb1b65ba964eb2b6,2124,sao paulo,SP,-23.50636476,-46.58066376,sao paulo,SP,,,,,,,,,,,,,,,,,
07a9bc7f61396b658ddf3ac534efe44c,2925,sao paulo,SP,-23.50257293,-46.69754189,sao paulo,SP,,,,,,,,,,,,,,,,,
07bf9669d84d1f11be443a9dd938f698,4761,sao paulo,SP,-23.66259317,-46.71798317,sao paulo,SP,,,,,,,,,,,,,,,,,
07d75e33f2750d97d467fb57e4dfdd8a,2117,sao paulo,SP,-23.52019456,-46.59353893,sao paulo,SP,,,,,,,,,,,,,,,,,
07de60b03d150fb3ea09eab5da5e4c8b,14940,ibitinga,SP,-21.76647685,-48.83154738,ibitinga,SP,ff89e8ee1db049c810a2da86c84c6bd5,2018-01-24,b76ef37428e6799c421989521c0e5077,unknown,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,2018-01-24 17:14:32,bed_bath_table,industry,,,,,manufacturer,,0.0,0 days 17:14:32
07e8e8fc5222bb358e6f259da3197074,4216,sao paulo,SP,-23.59726552,-46.60557211,são paulo,SP,,,,,,,,,,,,,,,,,
080102cd0a76b09e0dcf55fcacc60e05,31140,belo horizonte,MG,-19.89233851,-43.93261998,belo horizonte,MG,,,,,,,,,,,,,,,,,
080199a181c46c657dc5aa235411be3b,6097,osasco,SP,-23.5281282,-46.77680755,osasco,SP,,,,,,,,,,,,,,,,,
08061dc0fc165ed41288cc7acde738ee,6036,osasco,SP,-23.55950814,-46.77587276,osasco,SP,,,,,,,,,,,,,,,,,
08084d990eb3f53af056ccbc1730c8a7,3612,sao paulo,SP,-23.5205067,-46.53515188,sao paulo,SP,,,,,,,,,,,,,,,,,
081acf3de680d554796c9cf041be7bc2,33200,vespasiano,MG,-19.75528392,-43.94895032,vespasiano,MG,,,,,,,,,,,,,,,,,
082e0bf4cb865a6533b1e8e498cc0255,18608,botucatu,SP,-22.86981926,-48.45696375,botucatu,SP,,,,,,,,,,,,,,,,,
085f6f7e049c996695fb2074fe38d45e,12020,taubate,SP,-23.02273396,-45.55651893,taubate,SP,,,,,,,,,,,,,,,,,
08633c14ef2db992c11f840f04fad4cd,9416,ribeirao pires,SP,-23.73407261,-46.44241001,ribeirao pires,SP,,,,,,,,,,,,,,,,,
0873d9f8f36123f8d910f4760e788cfb,6465,barueri,SP,-23.50740729,-46.84703285,barueri,SP,ee488918cd8d11b893067864f9dabddb,2018-03-15,b76ef37428e6799c421989521c0e5077,unknown,068066e24f0c643eb1d089c7dd20cd73,060c0a26f19f4d66b42e0d8796688490,2018-03-27 03:00:00,audio_video_electronics,online_medium,cat,,,,reseller,,0.0,12 days 03:00:00
0885aaf116795758dfeb5f1032487bcd,8541,ferraz de vasconcelos,SP,-23.52145431,-46.37456588,ferraz de vasconcelos,SP,,,,,,,,,,,,,,,,,
0887a9f087bcd5d9f6642b52f897fc6c,11990,cananeia,SP,-25.01181232,-47.930451,cananéia,SP,,,,,,,,,,,,,,,,,
08ad4ac1388e4420ca531c3edfc46198,6663,itapevi,SP,-23.56337221,-46.93710105,itapevi,SP,,,,,,,,,,,,,,,,,
08cdbae123ff67ca4e36d9d641ce0119,36504,uba,MG,-21.11377201,-42.92918155,uba,MG,,,,,,,,,,,,,,,,,
08d0949a9a17c027262db1f3c450c26c,85804,cascavel,PR,-24.98499537,-53.47775799,cascavel,PR,,,,,,,,,,,,,,,,,
08d1c9478fb0d7d7fcac9c0da4e82fc7,31110,belo horizonte,MG,-19.89912054,-43.94041213,belo horizonte,MG,415ae4e297c08fd8790a5b1e1ba8482e,2018-04-11,22c29808c4f815213303f8933030604c,paid_search,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,2018-04-27 13:35:00,home_decor,online_medium,wolf,,,,manufacturer,,0.0,16 days 13:35:00
08d2d642cf72b622b14dde1d2f5eb2f5,17512,marilia,SP,-22.15420925,-49.95162687,marilia,SP,,,,,,,,,,,,,,,,,
08f5819815f3d06545011850bd70f0a8,11075,santos,SP,-23.94450233,-46.33124278,santos,SP,,,,,,,,,,,,,,,,,
091065b789659bc3cd9af9cb3a6253ff,92120,canoas,RS,-29.95639051,-51.16761356,canoas,RS,,,,,,,,,,,,,,,,,
0936e1837d0c79253456bbb2ffaaef10,2050,sao paulo,SP,-23.5165435,-46.61056316,são paulo,SP,,,,,,,,,,,,,,,,,
093805f8f2aeb63881444571e1f48f30,6236,osasco,SP,-23.50689077,-46.78586646,osasco,SP,,,,,,,,,,,,,,,,,
094ced053e257ae8cae57205592d6712,14095,ribeirao preto,SP,-21.18876494,-47.76987065,ribeirao preto,SP,62a081b993506561f522af260073cb18,2018-03-02,4e24f6443807ad2eba56754b0dc91140,direct_traffic,9e4d1098a3b0f5da39b0bc48f9876645,4ef15afb4b2723d8f3d81e51ec7afefe,2018-03-13 12:33:10,health_beauty,online_medium,cat,,,,reseller,,0.0,11 days 12:33:10
0951a6e282947e09cd47969f4ed0b47f,6763,taboao da serra,SP,-23.60978638,-46.75740106,taboao da serra,SP,,,,,,,,,,,,,,,,,
09883d9ab71c8fe8a9bfc7fc3075b07e,8180,sao paulo,SP,-23.48770416,-46.41534043,sao paulo,SP,,,,,,,,,,,,,,,,,
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,-23.54966012,-46.5702759,sao paulo,SP,,,,,,,,,,,,,,,,,
09bad886111255c5b5030314fc7f1a4a,1022,sao paulo,SP,-23.54498661,-46.63345367,sao paulo,SP,8b2112b1064c167cfbccbdeb2b5841f2,2018-02-01,b76ef37428e6799c421989521c0e5077,unknown,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,2018-04-26 19:36:13,handcrafted,offline,,,,,reseller,,0.0,84 days 19:36:13
09f952a5f58d2285b0372551ae8f9b01,9725,sao bernardo do campo,SP,-23.69935308,-46.56003108,sao bernardo do campo,SP,,,,,,,,,,,,,,,,,
0a198e95d32b1be2da9424c962a6ebfa,32260,contagem,MG,-19.9599156,-44.03863274,contagem,MG,,,,,,,,,,,,,,,,,
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP,-23.59517619,-46.74183651,sao paulo,SP,,,,,,,,,,,,,,,,,
0a85ebe4e328db81ac9109781205e2f7,13205,jundiai,SP,-23.2497263,-46.85297987,jundiai,SP,04ecc73f538bcc74df709fe9281e08b8,2018-02-27,22c29808c4f815213303f8933030604c,organic_search,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,2018-03-15 17:13:24,home_decor,online_medium,eagle,,,,manufacturer,,0.0,16 days 17:13:24
0aa124728afc1131dff5655f4c6f487b,37135,alfenas,MG,-21.42017937,-45.95996447,alfenas,MG,,,,,,,,,,,,,,,,,
0aa2205ca24f113f4658a5c536667426,4281,sao paulo,SP,-23.60446416,-46.60905772,sao paulo,SP,,,,,,,,,,,,,,,,,
0ac4201fda2c68ebc0e47cb9423cf3c9,3345,sao paulo,SP,-23.5734236,-46.56044111,sao paulo,SP,,,,,,,,,,,,,,,,,
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,-22.92573283,-43.22234727,rio de janeiro,RJ,,,,,,,,,,,,,,,,,
0adac9fbd9a2b63cccaac4f8756c1ca8,13290,louveira,SP,-23.08412528,-46.98121307,louveira,SP,,,,,,,,,,,,,,,,,
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,-25.48129915,-49.27064708,curitiba,PR,,,,,,,,,,,,,,,,,
0aea4c6ae1505b3228ddf3dd7822ee5b,18080,sorocaba,SP,-23.4835541,-47.45381582,sorocaba,SP,,,,,,,,,,,,,,,,,
0af2ab31141893d26aca5a404a537dab,3431,sao paulo,SP,-23.5541332,-46.5304896,sao paulo,SP,,,,,,,,,,,,,,,,,
0af977692321d895349eded183341d28,11070,santos,SP,-23.96181294,-46.34427983,santos,SP,,,,,,,,,,,,,,,,,
0afccdb8a34ee5c79f7c06faf2b4d56e,38400,uberlandia,MG,-18.91595977,-48.27897417,uberlandia,MG,,,,,,,,,,,,,,,,,
0b09101900100c0e9d312861fad5a1b9,3168,sao paulo,SP,-23.55636082,-46.59062464,sao paulo,SP,,,,,,,,,,,,,,,,,
0b0ddbc7b9d9584f442c7ac92b0ff6c9,7052,guarulhos,SP,-23.46712354,-46.55476878,guarulhos,SP,,,,,,,,,,,,,,,,,
0b18d63d0cd1d723567903fd34a07df2,5141,sp,SP,-23.49065998,-46.72847644,sao paulo,SP,,,,,,,,,,,,,,,,,
0b1ca3ef18a63d7eb0c8897fa0849c08,18131,sao roque,SP,-23.53595654,-47.15636481,sao roque,SP,c18171305e73faabfa61d61c41a420ae,2018-01-17,e492ee5eaf1697716985cc6f33f9cd9b,organic_search,fdb16d3cbbeb5798f2f66c4096be026d,6565aa9ce3178a5caf6171827af3a9ba,2018-01-29 12:10:19,health_beauty,industry,,,,,manufacturer,,0.0,12 days 12:10:19
0b35c634521043bf4b47e21547b99ab5,84530,teixeira soares,PR,-25.372899,-50.461857,teixeira soares,PR,,,,,,,,,,,,,,,,,
0b36063d5818f81ccb94b54adfaebbf5,89255,jaragua do sul,SC,-26.47349011,-49.09484367,jaragua do sul,SC,,,,,,,,,,,,,,,,,
0b46f784306be7200ca1700aa55d819f,31210,belo horizonte,MG,-19.90714902,-43.95579554,belo horizonte,MG,,,,,,,,,,,,,,,,,
0b64bcdb0784abc139af04077d49a20e,92420,canoas,RS,-29.88670447,-51.17760428,canoas,RS,,,,,,,,,,,,,,,,,
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR,-23.377397,-51.93100618,maringa,PR,,,,,,,,,,,,,,,,,
0bae85eb84b9fb3bd773911e89288d54,88301,itajai,SP,-26.91627,-48.65246,itajaí,SC,,,,,,,,,,,,,,,,,
0bb27263628258b8111a0262769fa9db,3077,sao paulo,SP,-23.52926356,-46.57729028,sao paulo,SP,,,,,,,,,,,,,,,,,
0bb738e4d789e63e2267697c42d35a2d,18130,sao roque,SP,-23.53626696,-47.13489184,sao roque,SP,,,,,,,,,,,,,,,,,
0be8ff43f22e456b4e0371b2245e4d01,4461,sao paulo,SP,-23.69289566,-46.68021047,sao paulo,SP,,,,,,,,,,,,,,,,,
0bebbb2cea103a4a020c95d43fd7d754,2515,sao paulo,SP,-23.51008199,-46.65907867,sao paulo,SP,,,,,,,,,,,,,,,,,
0bf0150d5b9d60d9cd2906003332f085,1547,sao paulo,SP,-23.58202355,-46.62322245,sao paulo,SP,,,,,,,,,,,,,,,,,
0bfd0b434243adc5c2e1aa6baf19c6aa,22745,rio de janeiro,RJ,-22.93637814,-43.32533728,rio de janeiro,RJ,,,,,,,,,,,,,,,,,
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,-22.97661907,-47.01071509,valinhos,SP,,,,,,,,,,,,,,,,,
0c7f30ae9b147eca07affbef92832a6a,84020,ponta grossa,PR,-25.08190948,-50.13386724,ponta grossa,PR,,,,,,,,,,,,,,,,,
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,-21.69216794,-45.25804904,tres coracoes,MG,,,,,,,,,,,,,,,,,
